,title,year,genre,description,score,soup
563,gattaca,1997,"drama, sci-fi, thriller",A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.,7.408899689811453,"gattaca english, esperanto andrew niccol drama, sci-fi, thriller ethan hawke, uma thurman, gore vidal, xander berkeley, jayne brook, elias koteas, maya rudolph, una damon, elizabeth dennehy, blair underwood, mason gamble, vincent nielson, chad christ, william lee scott, clarence graham"
564,good will hunting,1997,"drama, romance","Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",8.106469129995839,"good will hunting english gus van sant drama, romance matt damon, ben affleck, stellan skarsgård, john mighton, rachel majorowski, colleen mccauley, casey affleck, cole hauser, matt mercier, ralph st. george, rob lynds, dan washington, alison folland, derrick bridgeman, vik sahay"
565,grosse pointe blank,1997,"action, comedy, crime","Martin Blank is a professional assassin. He is sent on a mission to a small Detroit suburb, Grosse Pointe, and, by coincidence, his ten-year high school reunion party is taking place there at the same time.",6.67395897445162,"grosse pointe blank english george armitage action, comedy, crime john cusack, minnie driver, alan arkin, dan aykroyd, joan cusack, hank azaria, k. todd freeman, jeremy piven, mitchell ryan, michael cudlitz, benny urquidez, duffy taylor, audrey kissel, carlos jacott, brian powell"
566,hercules,1997,"animation, adventure, comedy",The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.,6.927660013298785,"hercules english, spanish, greek ron clements, john musker animation, adventure, comedy tate donovan, josh keaton, roger bart, danny devito, james woods, susan egan, bobcat goldthwait, matt frewer, rip torn, samantha eggar, barbara barrie, hal holbrook, paul shaffer, amanda plummer, carole shelley"
567,home alone 3,1997,"comedy, crime, family","Alex Pruitt, a young boy of nine living in Chicago, fends off thieves who seek a top-secret chip in his toy car to support a North Korean terrorist organization's next deed.",5.040801700060151,"home alone 3 english, polish raja gosnell comedy, crime, family alex d. linz, olek krupa, rya kihlstedt, lenny von dohlen, david thornton, haviland morris, kevin kilner, marian seldes, seth smith, scarlett johansson, christopher curry, baxter harris, james saito, kevin gudahl, richard hamilton"
568,i know what you did last summer,1997,"horror, mystery",Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.,5.780950742900136,"i know what you did last summer english jim gillespie horror, mystery jennifer love hewitt, sarah michelle gellar, ryan phillippe, freddie prinze jr., muse watson, bridgette wilson-sampras, anne heche, johnny galecki, stuart greer, j. don ferguson, deborah hobart, mary mcmillan, rasool j'han, dan albright, lynda clark"
569,the jackal,1997,"action, crime, drama","An imprisoned I.R.A. fighter is freed to help stop a brutal, seemingly ""faceless"" assassin from completing his next job.",6.206104356720054,"the jackal english, russian michael caton-jones action, crime, drama bruce willis, richard gere, sidney poitier, diane venora, mathilda may, j.k. simmons, richard lineback, john cunningham, jack black, tess harper, leslie phillips, stephen spinella, sophie okonedo, david hayman, steve bassett"
570,jackie brown,1997,"crime, drama, thriller",A middle-aged woman finds herself in the middle of a huge conflict that will either make her a profit or cost her life.,7.1970252333568965,"jackie brown english quentin tarantino crime, drama, thriller pam grier, samuel l. jackson, robert forster, bridget fonda, michael keaton, robert de niro, michael bowen, chris tucker, lisagay hamilton, tommy 'tiny' lister, hattie winston, sid haig, aimee graham, ellis williams, tangie ambrose"
571,l.a. confidential,1997,"crime, drama, mystery","As corruption grows in 1950s Los Angeles, three policemen -- one strait-laced, one brutal, and one sleazy -- investigate a series of murders with their own brand of justice.",7.9217868779841965,"l.a. confidential english curtis hanson crime, drama, mystery kevin spacey, russell crowe, guy pearce, james cromwell, kim basinger, danny devito, david strathairn, ron rifkin, matt mccoy, paul guilfoyle, paolo seganti, elisabeth granli, sandra taylor, steve rankin, graham beckel"
572,liar liar,1997,"comedy, fantasy",A fast-track lawyer can't lie for 24 hours due to his son's birthday wish after he disappoints his son for the last time.,6.6964846080029,"liar liar english tom shadyac comedy, fantasy jim carrey, maura tierney, justin cooper, cary elwes, anne haney, jennifer tilly, amanda donohoe, jason bernard, swoosie kurtz, mitchell ryan, christopher mayer, eric pierpoint, randall 'tex' cobb, cheri oteri, sw fisher"
573,the lost world: jurassic park,1997,"action, adventure, sci-fi","A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda.",6.488605341392516,"the lost world: jurassic park english, spanish steven spielberg action, adventure, sci-fi jeff goldblum, julianne moore, pete postlethwaite, arliss howard, richard attenborough, vince vaughn, vanessa chester, peter stormare, harvey jason, richard schiff, thomas f. duffy, joseph mazzello, ariana richards, thomas rosales jr., camilla belle"
574,meet joe black,1998,"drama, fantasy, romance","Death, who takes the form of a young man, asks a media mogul to act as a guide to teach him about life on Earth, and in the process, he falls in love with his guide's daughter.",6.869173416432745,"meet joe black english, dutch martin brest drama, fantasy, romance brad pitt, anthony hopkins, claire forlani, jake weber, marcia gay harden, jeffrey tambor, david s. howard, lois kelly-miller, jahnni st. john, richard clarke, marylouise burke, diane kagan, june squibb, gene canfield, suzanne hevner"
575,men in black,1997,"action, adventure, comedy",A police officer joins a secret organization that polices and monitors extraterrestrial interactions on Earth.,7.1273811631597,"men in black english, spanish barry sonnenfeld action, adventure, comedy tommy lee jones, will smith, linda fiorentino, vincent d'onofrio, rip torn, tony shalhoub, siobhan fallon hogan, mike nussbaum, jon gries, sergio calderón, carel struycken, fredric lehne, richard hamilton, kent faulcon, john alexander"
576,mononoke-hime,1997,"animation, adventure, fantasy","On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",7.936369758138183,"mononoke-hime japanese hayao miyazaki animation, adventure, fantasy billy crudup, billy bob thornton, minnie driver, john dimaggio, claire danes, john demita, jada pinkett smith, gillian anderson, keith david, corey burton, tara strong, julia fletcher, debi derryberry, alex fernandez, jack fletcher"
577,my best friend's wedding,1997,"comedy, drama, romance","When a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding.",6.162458647436161,"my best friend's wedding english, french, italian p.j. hogan comedy, drama, romance julia roberts, dermot mulroney, cameron diaz, rupert everett, philip bosco, m. emmet walsh, rachel griffiths, carrie preston, susan sullivan, christopher masterson, raci alexander, jennifer garrett, kelleia sheerin, bree turner, cassie creasy"
578,as good as it gets,1997,"comedy, drama, romance","A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",7.322566436569054,"as good as it gets english james l. brooks comedy, drama, romance jack nicholson, helen hunt, greg kinnear, cuba gooding jr., skeet ulrich, shirley knight, yeardley smith, lupe ontiveros, jill the dog, timer the dog, billy the dog, bibi osterwald, ross bleckner, bernadette balagtas, jaffe cohen"
579,scream 2,1997,"horror, mystery","Two years after the first series of murders, as Sydney acclimates to college life, someone donning the Ghostface costume begins a new string of killings.",6.112107027559058,"scream 2 english wes craven horror, mystery jada pinkett smith, omar epps, paulette patterson, rasila schroeder, heather graham, roger jackson, peter deming, molly gross, rebecca mcfarland, neve campbell, elise neal, liev schreiber, kevin williamson, sandy heddings, dave allen clark"
580,seven years in tibet,1997,"adventure, biography, drama","True story of Heinrich Harrer, an Austrian mountain climber who became friends with the Dalai Lama at the time of China's takeover of Tibet.",6.657584185942996,"seven years in tibet english, german, mandarin, tibetan, hindi jean-jacques annaud adventure, biography, drama brad pitt, david thewlis, bd wong, mako, danny denzongpa, victor wong, ingeborga dapkunaite, jamyang jamtsho wangchuk, lhakpa tsamchoe, jetsun pema, ama ashe dongtse, sonam wangchuk, dorjee tsering, ric young, ngawang chojor"
581,speed 2: cruise control,1997,"action, adventure, crime",A computer hacker breaks into the computer system of the Seabourn Legend cruise liner and sets it speeding on a collision course into a gigantic oil tanker.,4.907618052497007,"speed 2: cruise control english, american sign language, portuguese jan de bont action, adventure, crime sandra bullock, jason patric, willem dafoe, temuera morrison, brian mccardie, christine firkins, mike hagerty, colleen camp, lois chiles, francis guinan, tamia, jeremy hotz, enrique murciano, jessica diz, connie ray"
582,sphere,1998,"drama, horror, mystery",A spaceship is discovered under three hundred years' worth of coral growth at the bottom of the ocean.,6.026402397122112,"sphere english barry levinson drama, horror, mystery dustin hoffman, sharon stone, samuel l. jackson, peter coyote, liev schreiber, queen latifah, marga gómez, huey lewis, bernard hocke, james pickens jr., michael keys hall, ralph tabakin"
